Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount,freewifi,familyrooms,nonsmokingrooms,restaurant,bar,heating,lift,Cuisine1,Cuisine2,Cuisine3,RoomType,DoubleBed,SingleBed,Price
MEININGER Hotel Berlin Tiergarten,Berlin,"Mitte, Berlin",3.0,8.0,Very good,"7,275",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,,Twin Room,Yes,No,12697.0
TITANIC Gendarmenmarkt Berlin,Berlin,"Mitte, Berlin",5.0,8.5,Very good,"5,288",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,,Classic Double Room,Yes,No,19261.0
IBB Hotel Berlin-Airport,Berlin,"Treptow-KÃ¶penick, Berlin",3.0,7.7,Good,"1,160",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Vegetarian,,Double Room,Yes,No,7529.0
Hotel Transit Loft,Berlin,"Prenzlauer Berg, Berlin",2.0,7.8,Good,"4,657",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Full English/Irish,Family Room with Private Bathroom,No,Yes,15817.0
NH Berlin KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.1,Very good,"3,513",,,,,,,,,,,,,,
ibis Hotel Berlin Spandau,Berlin,"Spandau, Berlin",2.0,7.5,Good,"2,979",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,,Standard Room,Yes,No,11044.0
"Max Brown Hotel Ku'damm, part of Sircle Collection",Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.3,Very good,"2,405",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Double Bed Room,Yes,No,13336.0
Hampton by Hilton Berlin City West,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,8.2,Very good,"7,019",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Ameican,,Standard Double Room with Comfort Sofa Bed and Courtyard View,Yes,No,19571.0
Vienna House by Wyndham Andel's Berlin,Berlin,"Lichtenberg, Berlin",4.0,8.3,Very good,"5,711",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish,Superior Twin Room,Yes,No,11783.0
Nena Apartments - Kreuzberg 61,Berlin,"Friedrichshain-Kreuzberg, Berlin",3.0,8.1,Very good,"1,997",No,Yes,Yes,Yes,No,Yes,Yes,Asian,,Continental,Studio,No,Yes,11248.0
Art Nouveau Hotel am KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,8.7,Fabulous,807,,,,,,,,,,,,,,
Hotel LÃ¼tzow,Berlin,"Mitte, Berlin",3.0,7.4,Good,"2,391",,,,,,,,,,,,,,
nhow Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin",4.0,8.3,Very good,"5,903",Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,,,,,
Boutique Hotel ChÃ¢teau Royal,Berlin,"Mitte, Berlin",5.0,8.8,Fabulous,452,,,,,,,,,,,,,,
Hotel 38,Berlin,"Mitte, Berlin",3.0,8.3,Very good,"3,404",Yes,No,Yes,Yes,No,Yes,Yes,American,Vegan,,Double Room,Yes,No,14156.0
Good Morning Berlin City West,Berlin,"Reinickendorf, Berlin",2.0,6.5,Review score,"1,697",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,,Standard Double Room,Yes,No,9910.0
Businesshotel Berlin,Berlin,"Pankow, Berlin",3.0,8.0,Very good,994,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Full English/Irish,Standard Double Room,Yes,No,8470.0
Park Plaza Berlin Kudamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",,,,"4,418",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental,,,,
Boutique Hotel Kerlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,8.3,Very good,324,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,Comfort Room,No,Yes,11950.0
Ocak Hotel,Berlin,"Mitte, Berlin",4.0,7.4,Good,"1,394",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,Continental,Comfort Double or Twin Room,Yes,No,13268.0
Hotel Kastanienhof,Berlin,"Mitte, Berlin",3.0,8.3,Very good,512,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,,Standard Double Room,Yes,No,13620.0
MEININGER Hotel Berlin Alexanderplatz,Berlin,"Prenzlauer Berg, Berlin",3.0,7.9,Good,"1,674",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Full English/Irish,Twin Room,Yes,No,12478.0
Novum Hotel Aldea Berlin Centrum,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3.0,7.1,Good,"8,546",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Standard Double or Twin Room,Yes,No,15033.0
Victor's Residenz-Hotel Berlin Tegel,Berlin,"Reinickendorf, Berlin",3.0,7.6,Good,"1,669",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan,Comfort Double Room,Yes,No,17926.0
SO/Berlin Das Stue,Berlin,"Mitte, Berlin",5.0,8.8,Fabulous,393,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Continental,SO Stue Room with King Bed and View,Yes,No,31304.0
Hotel Eden am Zoo,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,5.5,Review score,"1,336",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Ameican,,Standard Double or Twin Room,Yes,No,9771.0
Select Hotel Style Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,8.2,Very good,"2,559",Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Continental,,Double Room - Style,Yes,No,10414.0
mk hotel berlin,Berlin,"Mitte, Berlin",2.0,6.6,Review score,"1,043",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,American,Standard Double Room,Yes,No,12369.0
Artim Hotel,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",4.0,7.6,Good,"3,172",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,,Standard Double Room,Yes,No,12866.0
Sheraton Berlin Grand Hotel Esplanade,Berlin,"Mitte, Berlin",5.0,7.8,Good,"1,557",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Full English/Irish,Classic Double Room,Yes,No,25395.0
Hotel am SchloÃ KÃ¶penick by Golden Tulip,Berlin,"Treptow-KÃ¶penick, Berlin",4.0,6.9,Review score,"2,477",,,,,,,,,,,,,,
Hotel Nova,Berlin,"Lichtenberg, Berlin",2.0,6.2,Review score,443,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,,Standard Double or Twin Room,Yes,No,8699.0
Select Hotel Berlin Spiegelturm,Berlin,"Spandau, Berlin",4.0,7.6,Good,"3,048",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegan,Continental,Comfort Room,No,Yes,11494.0
Quentin Boutique Hotel,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,6.5,Review score,"1,180",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,,Classic Double Room,Yes,No,12217.0
Yggotel Ravn,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,8.0,Very good,"2,275",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Asian,Full English/Irish,Standard Double Room,Yes,No,13042.0
Hyperion Hotel Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",5.0,8.5,Very good,"7,128",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegetarian,Continental,Junior Suite with Executive Lounge Access,Yes,No,22583.0
Hotel SchÃ¶neberg,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3.0,8.0,Very good,580,,,,,,,,,,,,,,
Mercure Hotel Berlin City West,Berlin,"Spandau, Berlin",4.0,6.8,Review score,"1,785",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental,Standard Twin Room,Yes,No,12653.0
"Hotel am Steinplatz, Autograph Collection",Berlin,"Charlottenburg-Wilmersdorf, Berlin",5.0,8.8,Fabulous,329,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,,"Deluxe Room, 1 King",Yes,No,20210.0
Hotel BIRGIT Berlin Mitte,Berlin,"Mitte, Berlin",3.0,8.2,Very good,"1,998",Yes,Yes,Yes,No,Yes,Yes,Yes,,,,Double Room with Sofa Bed,Yes,No,12648.0
Capri by Fraser Berlin,Berlin,"Mitte, Berlin",4.0,8.5,Very good,"2,009",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,,Deluxe Studio,No,Yes,19156.0
ADELANTE Boutique Hotel,Berlin,"Mitte, Berlin",4.0,8.9,Fabulous,888,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,,Adelante Grande,No,Yes,17574.0
Hotel Domicil Berlin by Golden Tulip,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,7.7,Good,"1,097",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Full English/Irish,Standard Twin Room,Yes,No,11863.0
acom Hotel Berlin-City South,Berlin,"NeukÃ¶lln, Berlin",3.0,7.2,Good,"2,926",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Ameican,,Standard Double Room,Yes,No,11641.0
Dorint KurfÃ¼rstendamm Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",5.0,8.3,Very good,"2,653",,,,,,,,,,,,,,
Hotel Abendstern,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,6.2,Review score,696,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,,Double or Twin Room,Yes,No,9490.0
Flattering - Berlin,Berlin,"Mitte, Berlin",3.0,8.4,Very good,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Full English/Irish,Two-Bedroom Apartment,No,Yes,12741.0
Die Fabrik - baxpax Hotel,Berlin,"Friedrichshain-Kreuzberg, Berlin",,,,"2,217",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Continental,Triple Room with Shared Bathroom,No,Yes,6726.0
Hotel MANI by AMANO,Berlin,"Mitte, Berlin",3.0,7.9,Good,"1,442",Yes,Yes,Yes,Yes,No,Yes,Yes,American,Full English/Irish,,Double Room,Yes,No,12825.0
Hotel Castell am KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,7.1,Good,"1,251",,,,,,,,,,,,,,
about:berlin Hotel,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.6,Fabulous,"3,372",Yes,Yes,Yes,Yes,No,Yes,Yes,American,Vegan,,Small Double Room,Yes,No,15421.0
GrÃ¼nau Hotel,Berlin,"Treptow-KÃ¶penick, Berlin",,,,625,,,,,,,,,,,,,,
Hotel Bohemia,Berlin,"NeukÃ¶lln, Berlin",3.0,7.3,Good,281,Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Asian,Continental,Double Room,Yes,No,19332.0
harry's home hotel & apartments,Berlin,"Mitte, Berlin",4.0,8.6,Fabulous,351,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegetarian,Vegan,Standard Double Room,Yes,No,26273.0
Garni-Hotel An der Weide,Berlin,"Marzahn-Hellersdorf, Berlin",3.0,7.5,Good,574,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Continental,,,,
New Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin",4.0,8.1,Very good,"1,717",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Full English/Irish,,Design Double Room,Yes,No,12438.0
Amstel House Hostel,Berlin,"Mitte, Berlin",2.0,7.8,Good,"3,515",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegetarian,,Twin Room with Shared Bathroom,Yes,No,19099.0
Select Hotel Berlin The Wall,Berlin,"Mitte, Berlin",4.0,8.4,Very good,"3,837",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Ameican,,Comfort Double Room,Yes,No,15485.0
Hotel Hansablick,Berlin,"Mitte, Berlin",3.0,8.3,Very good,"1,258",Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,,Comfort Double Room,Yes,No,13093.0
Art Hotel Charlottenburger Hof Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,7.3,Good,"2,561",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,Full English/Irish,Economy Double Room,Yes,No,12000.0
BIG MAMA Berlin,Berlin,"Mitte, Berlin",,,,"1,627",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,Standard Double Room,Yes,No,16180.0
NH Berlin Alexanderplatz,Berlin,"Friedrichshain-Kreuzberg, Berlin",4.0,8.1,Very good,"3,353",No,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,,Standard Double or Twin Room,Yes,No,12653.0
Hotel Messe am Funkturm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",2.0,6.2,Review score,"1,562",No,Yes,Yes,Yes,Yes,Yes,Yes,Continental,,Continental,Triple Room,No,Yes,8097.0
TITANIC Chaussee Berlin,Berlin,"Mitte, Berlin",4.0,8.2,Very good,"9,817",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,,Junior Suite,Yes,No,23831.0
The Weinmeister Berlin-Mitte - Adults Only,Berlin,"Mitte, Berlin",4.0,8.2,Very good,"1,151",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish,Medium Room,No,Yes,17398.0
Seehotel Grunewald,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,8.0,Very good,"1,753",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental,Double Room with Forest View,Yes,No,9929.0
sly Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin",,,,"3,983",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan,,,,
Hotel Benn,Berlin,"Spandau, Berlin",3.0,8.4,Very good,326,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Double Room,Yes,No,14850.0
"Sir Savigny Hotel, Berlin, a Member of Design Hotels",Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.5,Very good,886,Yes,Yes,Yes,Yes,Yes,Yes,No,Local,Vegan,,,,,
Hotel Kaiser,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,7.1,Good,"4,200",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,American,Double Room,Yes,No,12741.0
Pullman Berlin Schweizerhof,Berlin,"Mitte, Berlin",5.0,8.5,Very good,"1,099",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,,Premium Superior Room,No,Yes,17486.0
Hotel Europa City,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,6.6,Review score,"2,847",Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegetarian,,Double or Twin Room,Yes,No,8699.0
"Hotel Indigo Berlin â Kuâdamm, an IHG Hotel",Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.5,Very good,839,,,,,,,,,,,,,,
Aspria Berlin Ku'damm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.0,Very good,349,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental,Deluxe Double or Twin Room,Yes,No,21682.0
MÃ¼ggelseeperle,Berlin,"Treptow-KÃ¶penick, Berlin",,,,"1,163",,,,,,,,,,,,,,
Hotel Q! Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.6,Fabulous,"4,446",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Ameican,Continental,Double Room with Shower,Yes,No,21968.0
Hotel Atrium Charlottenburg,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,6.5,Review score,"1,229",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,,Double or Twin Room,Yes,No,9226.0
Hotel Delta am Potsdamer Platz,Berlin,"Mitte, Berlin",3.0,7.2,Good,"19,232",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,Full English/Irish,Double Room,Yes,No,16168.0
numa I Savi Rooms & Apartments,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.6,Fabulous,438,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental,Double Room,Yes,No,27240.0
Schulz Hotel Berlin Wall at the East Side Gallery,Berlin,"Friedrichshain-Kreuzberg, Berlin",3.0,8.4,Very good,"4,248",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Ameican,Vegan,Double or Twin Room,Yes,No,21001.0
Hotel Klassik Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin",3.0,6.8,Review score,"1,725",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Comfort Doppelzimmer,No,Yes,12653.0
Airporthotel Berlin-Adlershof,Berlin,"Treptow-KÃ¶penick, Berlin",3.0,7.7,Good,"1,092",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Asian,,Double Room,Yes,No,10193.0
Casa Camper Berlin,Berlin,"Mitte, Berlin",4.0,9.2,Superb,846,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish,,,,
LOGINN Hotel Berlin Airport,Berlin,"Treptow-KÃ¶penick, Berlin",,,,"1,064",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental,Superior Double Room,Yes,No,8907.0
KurfÃ¼rst am KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,7.3,Good,702,,,,,,,,,,,,,,
Hotel-Pension Funk am KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,8.1,Very good,546,,,,,,,,,,,,,,
Nena Apartments Hermannplatz,Berlin,"NeukÃ¶lln, Berlin",3.0,7.8,Good,943,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegan,,One-Bedroom Apartment,No,Yes,14674.0
Hotel the YARD,Berlin,"Friedrichshain-Kreuzberg, Berlin",4.0,8.3,Very good,802,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,,American,,,,
Hotel Sachsenhof,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3.0,8.3,Very good,"4,370",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,,Double Room,Yes,No,10896.0
Hotel Villa Konstanz,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,7.3,Good,832,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,,Souterrain Double Room ,Yes,No,10457.0
"Wilde Aparthotels by Staycity, Berlin, Checkpoint Charlie",Berlin,"Mitte, Berlin",4.0,9.1,Superb,"1,023",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish,,,,
the niu Dwarf,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3.0,8.5,Very good,"3,942",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental,Superior Double Room,Yes,No,13449.0
"Schillinger-Berlin - dance, sleep, repeat!",Berlin,"NeukÃ¶lln, Berlin",3.0,7.8,Good,136,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,,,,,
Old Town Hotel,Berlin,"Prenzlauer Berg, Berlin",2.0,8.3,Very good,754,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,Comfort Double or Twin Room,Yes,No,12038.0
Hotel Garni Aaberna,Berlin,"Mitte, Berlin",,,,832,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,,,,,
Hotel Chateau KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,7.8,Good,"1,921",,,,,,,,,,,,,,
Classik Hotel Alexander Plaza,Berlin,"Mitte, Berlin",4.0,8.5,Very good,"2,438",Yes,Yes,Yes,No,Yes,Yes,Yes,,,Continental,Premium Double or Twin Room,Yes,No,17189.0
Hotel Grenzfall,Berlin,"Mitte, Berlin",3.0,8.1,Very good,818,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Vegan,Double Room with Garden View and Balcony,Yes,No,18101.0
"Regent Berlin, an IHG Hotel",Berlin,"Mitte, Berlin",5.0,9.0,Superb,684,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Continental,Classic Room,No,Yes,32745.0
SensCity Hotel Berlin Spandau,Berlin,"Spandau, Berlin",3.0,7.8,Good,"1,695",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Full English/Irish,,Standard Double Room SensBase,Yes,No,10993.0
the niu Hide,Berlin,"Lichtenberg, Berlin",3.0,8.4,Very good,"3,552",Yes,Yes,Yes,Yes,No,Yes,Yes,Vegan,Continental,Full English/Irish,Standard Double Room,Yes,No,14671.0
Seminaris CampusHotel Berlin,Berlin,"Steglitz-Zehlendorf, Berlin",,,,"2,596",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Vegan,Continental,Standard Room,Yes,No,22964.0
ADAPT APARTMENTS BERLIN - Adlershof,Berlin,"Treptow-KÃ¶penick, Berlin",4.0,8.8,Fabulous,"2,734",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Vegan,Studio Apartment,No,Yes,14235.0
Solitaire Hotel,Berlin,"Pankow, Berlin",3.0,8.2,Very good,933,Yes,Yes,Yes,Yes,No,Yes,Yes,International,Asian,Continental,Standard Double Room,Yes,No,11335.0
H24 Berlin Lichtenberg,Berlin,"Lichtenberg, Berlin",,,,"1,765",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,,Standard Double Room,Yes,No,16660.0
Hotel Amadeus ROYAL Berlin,Berlin,Berlin,3.0,5.8,Review score,907,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,American,Standard Business Double Room,Yes,No,7381.0
aletto Hotel Potsdamer Platz,Berlin,"Friedrichshain-Kreuzberg, Berlin",3.0,8.7,Fabulous,"7,508",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,,Double or Twin Room,Yes,No,15743.0
City Pension Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",2.0,7.1,Good,"1,423",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,,Double Room with Private Shower and Shared Toilet,Yes,No,9182.0
Nena Apartments Metropolpark Berlin - Mitte -Adult Only,Berlin,"Mitte, Berlin",3.0,8.1,Very good,"1,733",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Full English/Irish,Studio,No,Yes,12829.0
Victor's Residenz-Hotel Berlin,Berlin,"Prenzlauer Berg, Berlin",4.0,8.0,Very good,"1,514",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental,Comfort  Room,No,Yes,15202.0
LINDEMANN'S,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3.0,8.4,Very good,"2,060",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,,Quiet & Big,No,Yes,16608.0
Hollywood Media Hotel am KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,8.3,Very good,"7,838",,,,,,,,,,,,,,
Hotel Kiez Pension Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin",3.0,8.1,Very good,"1,829",Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Ameican,,Double Room,Yes,No,16695.0
Safestay Berlin Kurfurstendamm,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3.0,7.7,Good,"2,268",No,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Full English/Irish,Standard Twin Room,Yes,No,14232.0
DORMERO Hotel Berlin Ku'damm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",4.0,6.7,Review score,"1,660",No,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,Continental,,,,
Hotel Alter Markt,Berlin,"Treptow-KÃ¶penick, Berlin",,,,282,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Vegan,Double Room,Yes,No,10281.0
Wil7 Boutique Hotel,Berlin,"Friedrichshain-Kreuzberg, Berlin",4.0,9.1,Superb,432,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental,Studio,No,Yes,14461.0
Living Hotel Berlin Mitte,Berlin,"Mitte, Berlin",4.0,8.1,Very good,"1,041",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,,,Business Double Room,Yes,No,12978.0
B&B Hotel Berlin-Charlottenburg,Berlin,"Charlottenburg-Wilmersdorf, Berlin",2.0,7.9,Good,"3,285",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish,Twin Room,Yes,No,13259.0
The Mandala Suites,Berlin,"Mitte, Berlin",4.0,9.0,Superb,"1,241",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,Continental,Management Suite,Yes,No,22143.0
Hotel & Apartments Zarenhof Berlin Prenzlauer Berg,Berlin,"Prenzlauer Berg, Berlin",,,,"1,797",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan,,,,
Das Literaturhotel Berlin,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3.0,8.1,Very good,125,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Continental,Deluxe Double Room,Yes,No,16695.0
numa l Drift Rooms & Apartments,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",4.0,8.5,Very good,"2,224",Yes,Yes,Yes,Yes,No,Yes,Yes,American,Vegetarian,,Double Room,Yes,No,25482.0
Hotel Pension Bernstein am KurfÃ¼rstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin",3.0,6.8,Review score,760,,,,,,,,,,,,,,
Ocak Apartment & Hotel,Berlin,"Mitte, Berlin",3.0,7.2,Good,"1,161",Yes,Yes,Yes,No,No,Yes,Yes,,,,Standard Studio,Yes,No,11950.0
Anna 1908,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",3.0,8.4,Very good,"1,688",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,,Mini,No,Yes,16256.0
Apple City Hotel,Berlin,"Mitte, Berlin",3.0,6.9,Review score,"1,885",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Full English/Irish,,,,
The Circus Hotel,Berlin,"Mitte, Berlin",4.0,8.9,Fabulous,571,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental,Small (max 2 pax),No,Yes,13869.0
H+ Hotel Berlin Mitte,Berlin,"Mitte, Berlin",4.0,8.4,Very good,"7,008",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,,Business Double Room,Yes,No,19947.0
Landhaus Alpinia,Berlin,"Tempelhof-SchÃ¶neberg, Berlin",4.0,8.1,Very good,851,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental,,,,
Living Hotel WeiÃensee,Berlin,"Pankow, Berlin",4.0,8.3,Very good,"1,862",,,,,,,,,,,,,,
Clipper Boardinghouse - Berlin-Gendarmenmarkt,Berlin,"Mitte, Berlin",4.0,8.8,Fabulous,"1,382",Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Full English/Irish,Comfort Apartment,No,Yes,18365.0
