Hotel Name,City,Location,StarRating,ReviewScore,Rating,ReviewCount
Grand Hyatt Dubai,Dubai,Bur Dubai,5,8.7,Fabulous,
Signature Hotel Apartments and Spa,Dubai,Dubai Marina,4,6.7,Review score,899
Rove Healthcare City - Bur Dubai,Dubai,Bur Dubai,3,9.1,Superb,2616
"Grosvenor House, a Luxury Collection Hotel, Dubai",Dubai,Dubai Marina,5,9.3,Superb,1410
Kempinski Hotel Mall of the Emirates,Dubai,Al Barsha,5,9.1,Superb,7509
SKAF HOTEL LLC,Dubai,Bur Dubai,4,6.5,Review score,73
Address Sky View,Dubai,Downtown Dubai,5,9,Superb,2928
Fortune Pearl Hotel,Dubai,Deira,3,6.8,Review score,2550
Al Khoory Atrium,Dubai,Al Barsha,4,8.1,Very good,
Landmark Riqqa Hotel,Dubai,Deira,4,6.4,Review score,1528
Sun And Sands Downtown,Dubai,Deira,3,4.6,Review score,614
Treppan Hotel & Suites By Fakhruddin,Dubai,Dubai,4,8,Very good,1321
West Zone Plaza Hotel Apartment (Formerly Winchester Hotel Apts),Dubai,Bur Dubai,3,6.8,Review score,219
Arabian Courtyard Hotel & Spa,Dubai,Bur Dubai,4,6.8,Review score,1247
Millennium Place Mirdif Apartments,Dubai,Dubai,4,8.4,Very good,362
Al Khaleej Grand Hotel,Dubai,Deira,3,4.4,Review score,440
"Staybridge Suites Dubai Financial Centre, an IHG Hotel",Dubai,Trade Centre,4,8.2,Very good,1816
City Stay Premium Hotel Apartments,Dubai,Deira,3,6.8,Review score,982
Fortune Park Hotel,Dubai,Dubai Investment Park,4,7.9,Good,674
Al Raya Hotel Apartments,Dubai,Bur Dubai,3,7.9,Good,794
Two Seasons Hotel & Apartments,Dubai,Dubai Internet City,4,8.1,Very good,5781
Broadway Hotel,Dubai,Deira,3,5.5,Review score,1608
Vida Creek Harbour,Dubai,Dubai,4,8.9,Fabulous,3315
Monaco Hotel,Dubai,Deira,4,6.6,Review score,1726
Boulevard City Suites Hotel Apartments,Dubai,Al Qusais,3,7.7,Good,664
Wave International Hotel,Dubai,Deira,2,7.1,Good,221
Al Bustan Centre & Residence,Dubai,Al Qusais,3,7.8,Good,839
Royal Tulip Hotel LLC,Dubai,Deira,3,6.3,Review score,
Palace Downtown,Dubai,Downtown Dubai,5,8.9,Fabulous,2908
Armani Hotel Dubai,Dubai,Downtown Dubai,5,8.7,Fabulous,1454
Arabian Dreams Hotel Apartments,Dubai,Bur Dubai,3,6.9,Review score,128
"Rose Park Hotel - Al Barsha, Opposite Metro Station",Dubai,Al Barsha,4,8.2,Very good,5085
West Zone Pearl Hotel Apartment,Dubai,Bur Dubai,3,6.7,Review score,277
Hyatt Place Dubai Jumeirah Residences,Dubai,Beach & Coast,4,8.4,Very good,
MENA ApartHotel Albarsha At The Mall,Dubai,Al Barsha,3,8,Very good,935
Fal Hotel L.L.C,Dubai,Deira,1,4.2,Review score,312
Address Grand Creek Harbour,Dubai,Dubai,5,9.1,Superb,389
Ramee Dream Hotel Downtown,Dubai,Business Bay,5,6.7,Review score,542
BURJ NAHAR HOTEL L.L.C,Dubai,Deira,1,3.8,Review score,162
Vida Emirates Hills,Dubai,Dubai,4,8.8,Fabulous,1025
Landmark Grand Hotel,Dubai,Deira,4,7,Good,2360
"Dunes Hotel Apartment Oud Metha, Bur Dubai",Dubai,Bur Dubai,4,8,Very good,617
J5 RIMAL Hotel Apartments,Dubai,Deira,4,8.5,Very good,2454
Grand Mayfair Hotel,Dubai,Deira,3,5.6,Review score,2056
"Fortune Plaza Hotel, Dubai Airport",Dubai,Al Qusais,3,5.5,Review score,1068
City Stay Residences - Serviced Apartments Al Barsha,Dubai,Al Barsha,3,7.4,Good,709
Oaks Liwa Heights Hotel Suites,Dubai,Jumeirah Lakes Towers,4,8.6,Fabulous,272
OYO 177 Al Ammari Hotel,Dubai,Deira,3,1.6,Review score,13
Rolla Residence Hotel Apartment,Dubai,Bur Dubai,3,6.9,Review score,304
City Premiere Hotel Apartments - Dubai,Dubai,Business Bay,5,8,Very good,
Al Jawhara Gardens Hotel,Dubai,Deira,4,7.3,Good,673
"Staybridge Suites Dubai Internet City, an IHG Hotel",Dubai,Dubai Internet City,4,8.9,Fabulous,
Fortune Grand Hotel,Dubai,Deira,4,6.9,Review score,
Saffron Boutique Hotel,Dubai,Deira,4,6.8,Review score,
Orchid Vue Hotel,Dubai,Bur Dubai,4,6.9,Review score,
Address Montgomerie,Dubai,Emirates Hills,5,8.6,Fabulous,
Carlton Palace Hotel,Dubai,Deira,5,6.3,Review score,
Mount Royal Hotel,Dubai,Deira,2,3.8,Review score,
Pearl Marina Hotel Apartments,Dubai,Dubai Marina,4,8.6,Fabulous,3174
Dolphin Hotel Apartments,Dubai,Bur Dubai,2,6.2,Review score,44
Rose Plaza Hotel Al Barsha,Dubai,Al Barsha,3,8.3,Very good,3121
Millennium Place Mirdif,Dubai,Dubai,4,8.5,Very good,1939
Landmark Hotel,Dubai,Deira,3,6.1,Review score,
Four Seasons Hotel Dubai International Financial Centre,Dubai,Trade Centre,5,9,Superb,342
Rose Rayhaan by Rotana - Dubai,Dubai,Trade Centre,4,8,Very good,
"The George Hotel by Saffron, Dubai Creek",Dubai,Deira,3,8.3,Very good,
Vida Downtown,Dubai,Downtown Dubai,4,9,Superb,3389
Carlton Tower Hotel,Dubai,Deira,4,6.5,Review score,1264
Hyatt Centric Jumeirah Dubai,Dubai,Beach & Coast,5,8.6,Fabulous,2813
Al Jaddaf Rotana Suite Hotel,Dubai,Bur Dubai,5,9.1,Superb,2725
Somewhere Hotel Apartment,Dubai,Deira,4,7.9,Good,873
Stella Di Mare Dubai Marina Hotel,Dubai,Dubai Marina,5,8.2,Very good,1005
Pearl Executive Hotel Apartments,Dubai,Deira,4,4.6,Review score,2188
Millennium Place Barsha Heights Hotel,Dubai,Barsha Heights (Tecom) ,4,8.3,Very good,8335
Hera Serviced Apartments,Dubai,Dubai,3,7.1,Good,54
Tulip Al Barsha Hotel Apartment,Dubai,Al Barsha,3,8,Very good,1605
Skylark Hotel Apartments AL Barsha,Dubai,Al Barsha,3,7.7,Good,1704
Address Dubai Mall,Dubai,Downtown Dubai,5,9.3,Superb,4619
Tulip Hotel Apartments,Dubai,Bur Dubai,2,5.9,Review score,
TIME Oak Hotel & Suites,Dubai,Barsha Heights (Tecom) ,4,8.4,Very good,1650
White Fort Hotel,Dubai,Deira,1,4.2,Review score,
Sea View Hotel Dubai,Dubai,Bur Dubai,4,7.3,Good,2679
Al Ahrar Hotel,Dubai,Deira,2,4.2,Review score,30
Address Dubai Marina,Dubai,Dubai Marina,5,9.5,Exceptional,555
Address Fountain Views,Dubai,Downtown Dubai,5,9,Superb,3191
Rose Garden Hotel Apartments - Bur Dubai,Dubai,Bur Dubai,4,8,Very good,
Auris Boutique Hotel Apartments - AlBarsha,Dubai,Al Barsha,3,7.3,Good,3511
Park Regis Business Bay,Dubai,Business Bay,4,8,Very good,1754
Vista City Hotel,Dubai,Bur Dubai,3,8,Very good,892
Address Downtown,Dubai,Downtown Dubai,5,8.8,Fabulous,
City Stay Prime Hotel Apartments - Al Barsha,Dubai,Al Barsha,3,7.1,Good,328
"Master Rooms for "" Girls "" only at Dubai, Marina",Dubai,Dubai Marina,3,1,Review score,1
Oasis Deira Hotel,Dubai,Deira,1,5.7,Review score,
DAMAC Maison Mall Street,Dubai,Downtown Dubai,4,8.8,Fabulous,4818
DAMAC Maison Distinction,Dubai,Downtown Dubai,4,8.9,Fabulous,4691
Nuran Marina,Dubai,Dubai Marina,4,8.9,Fabulous,2318
Lusso Hometels J One Business Bay,Dubai,Business Bay,4,9.2,Superb,263
Orkid Hills Hotel,Kuala Lumpur,Bukit Bintang,3,7.4,Good,1
ECO HOTEL at BUKIT BINTANG,Kuala Lumpur,Bukit Bintang,3,7.2,Good,184
Chambers Suites KL BY Fortune,Kuala Lumpur,Chow Kit,5,9.4,Superb,56
Astar Hotel Bukit Bintang,Kuala Lumpur,Bukit Bintang,3,7.8,Good,441
Royce Hotel @ KL Sentral,Kuala Lumpur,Brickfields,3,6.8,Review score,"2,212"
Ceylonz Suites by MyKey Global,Kuala Lumpur,Bukit Bintang,5,8.2,Very good,"3,790"
"Pavilion Ceylon Hill Suites, Bukit Bintang",Kuala Lumpur,Bukit Bintang,4,9,Superb,8
Sentral Serviced Suites Kuala Lumpur,Kuala Lumpur,Brickfields,5,9.2,Superb,4
AXON RESIDENCES AT BUKIT BINTANG KUALA LAMPUR,Kuala Lumpur,Bukit Bintang,5,9.4,Superb,40
Hotel Pritty,Kuala Lumpur,Kuala Lumpur,2,7.4,Good,166
Sentral Suites KualaLumpur,Kuala Lumpur,Brickfields,5,9.3,Superb,12
Hilton Garden Inn Kuala Lumpur - South,Kuala Lumpur,Chow Kit,4,8,Very good,"5,791"
2 BR suites Regalia,Kuala Lumpur,Chow Kit,,,,"1,975"
The Platinum 2 Kuala Lumpur by LUMA,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.2,Very good,8
"The Majestic Hotel Kuala Lumpur, Autograph Collection",Kuala Lumpur,Kuala Lumpur,5,8.6,Fabulous,206
The Platinum KLCC By Sky Pool,Kuala Lumpur,Kuala Lumpur City-Centre,4,8,Very good,"1,842"
Ceria Hotel,Kuala Lumpur,Bukit Bintang,2,7.7,Good,234
ECO HOTEL at BB,Kuala Lumpur,Bukit Bintang,3,6.8,Review score,149
INNSiDE by MeliÃ¡ Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,4,8.3,Very good,"2,850"
ORKID Hills at Pudu,Kuala Lumpur,Bukit Bintang,3,7.2,Good,"3,396"
Hilton Garden Inn Kuala Lumpur - North,Kuala Lumpur,Chow Kit,4,7.8,Good,966
Grand Suite At Times Square KL,Kuala Lumpur,Bukit Bintang,4,7.2,Good,8
Axon Serviced Suite KL,Kuala Lumpur,Bukit Bintang,4,9.4,Superb,353
The Platinum 2 Kuala Lumpur by HOLMA,Kuala Lumpur,Kuala Lumpur City-Centre,,,,585
Hotel MSP,Kuala Lumpur,Bukit Bintang,2,7.2,Good,132
Komune Living,Kuala Lumpur,Bangsar South,3,8.1,Very good,"7,369"
CITI HOTEL @ KL SENTRAL,Kuala Lumpur,Brickfields,3,7.4,Good,"1,786"
Crystal Suites at Axon Residence near Pavilion,Kuala Lumpur,Bukit Bintang,5,10,Exceptional,4
AC Hotel by Marriott Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,4,8.5,Very good,"1,581"
Days Hotel & Suites by Wyndham Fraser Business Park KL,Kuala Lumpur,Pudu,4,8.3,Very good,"2,824"
Ahyu Hotel,Kuala Lumpur,Kuala Lumpur City-Centre,2,8.2,Very good,"1,384"
Capital O 90841 New One Enigma Hotel,Kuala Lumpur,Kuala Lumpur,3,7.3,Good,3
CORMAR SUITES STUDIO walking distance to Petronas Twin Tower (KLCC),Kuala Lumpur,Kuala Lumpur City-Centre,5,8.3,Very good,27
Chambers Suites KL,Kuala Lumpur,Chow Kit,4,7.8,Good,"1,785"
Ascott Star KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,5,9,Superb,11
A&R Urban Hotel,Kuala Lumpur,Kuala Lumpur,3,8.4,Very good,173
OYO 161 Lodge Paradize Hotel,Kuala Lumpur,Kuala Lumpur City-Centre,2,5,Review score,"1,978"
M Resort & Hotel Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,5,8.4,Very good,778
Tropicana Residence Klcc @ Roof Top Swimming Pool,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.4,Very good,4
Sentral Suites KL Sentral by The Cynefin,Kuala Lumpur,Brickfields,5,10,Exceptional,105
"Millerz Square Mid Valley, Old Klang Road",Kuala Lumpur,Mid Valley,,,,"2,514"
Luxe Suite by KLCC,Kuala Lumpur,Chow Kit,3,7.8,Good,105
"InterContinental Kuala Lumpur, an IHG Hotel",Kuala Lumpur,Kuala Lumpur City-Centre,5,8.7,Fabulous,"1,014"
Mercure Kuala Lumpur Shaw Parade,Kuala Lumpur,Bukit Bintang,,,,878
The Chow Kit - an Ormond Hotel,Kuala Lumpur,Chow Kit,,,,"1,975"
Santa Grand Signature Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.6,Fabulous,502
Mars Hotel,Kuala Lumpur,Kuala Lumpur,2,7.2,Good,17
Millerz Square by Five Senses,Kuala Lumpur,Mid Valley,4,7.6,Good,"2,190"
Novotel Kuala Lumpur City Centre,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.2,Very good,"4,567"
DoubleTree By Hilton Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,5,8.5,Very good,436
sky suite klcc,Kuala Lumpur,Kuala Lumpur City-Centre,,,,10
Easy Hotel KL Sentral,Kuala Lumpur,Brickfields,3,7.9,Good,116
Xpeed Holiday Hotel,Kuala Lumpur,Bukit Bintang,,,,"2,185"
Arte by Thomas Chan,Kuala Lumpur,Kuala Lumpur,5,8.3,Very good,293
Axon Apartment Bukit Bintang,Kuala Lumpur,Bukit Bintang,4,7.3,Good,88
Expressionz Suites by V&C,Kuala Lumpur,Kuala Lumpur,4,7.7,Good,"2,612"
Chill Suites Kuala Lumpur,Kuala Lumpur,Bukit Bintang,3,8.8,Fabulous,"2,525"
NU Hotel @ KL Sentral,Kuala Lumpur,KL Sentral Train Station,2,7.7,Good,476
Perdana Kuala Lumpur City Centre,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.5,Very good,"3,667"
Sleeping Lion Suites,Kuala Lumpur,Bukit Bintang,3,8.2,Very good,220
The RuMa Hotel and Residences,Kuala Lumpur,Kuala Lumpur City-Centre,5,9.2,Superb,757
J Dupion Residence by Greater Stay,Kuala Lumpur,Kuala Lumpur,4,8.4,Very good,237
Soho Suites KLCC @ Grand Suites KL,Kuala Lumpur,Kuala Lumpur City-Centre,,,,15
WP Hotel,Kuala Lumpur,Chow Kit,4,7.2,Good,"2,418"
Hilton Kuala Lumpur,Kuala Lumpur,KL Sentral Train Station,5,8.7,Fabulous,"3,314"
Kingston Hotel - Jalan Tuanku Abdul Rahman,Kuala Lumpur,Chow Kit,4,7,Good,129
U Pac Hotel,Kuala Lumpur,Pudu,,,,408
"Hotel Stripes Kuala Lumpur, Autograph Collection",Kuala Lumpur,Chow Kit,5,8.6,Fabulous,"1,629"
VE Hotel & Residence,Kuala Lumpur,Bangsar South,4,8.6,Fabulous,"3,172"
citizenM Kuala Lumpur Bukit Bintang,Kuala Lumpur,Bukit Bintang,4,9.2,Superb,"1,381"
LA ISRA at KL,Kuala Lumpur,Bukit Bintang,3,7.5,Good,93
De Luna Hotel Sri Petaling,Kuala Lumpur,Kuala Lumpur,,,,412
MeliÃ¡ Kuala Lumpur,Kuala Lumpur,Bukit Bintang,4,8,Very good,"2,735"
Akar Hotel Jalan TAR,Kuala Lumpur,Chow Kit,1,7.5,Good,654
St Giles Boulevard,Kuala Lumpur,Mid Valley,4,8.2,Very good,139
"The Ritz-Carlton, Kuala Lumpur",Kuala Lumpur,Bukit Bintang,5,8.5,Very good,"1,302"
Worldview Grand Hotel,Kuala Lumpur,Kuala Lumpur,,,,1
Dingdong Homes Hotel,Kuala Lumpur,Bukit Bintang,,,,"1,509"
Hotel Westree KL Sentral,Kuala Lumpur,Brickfields,2,7.3,Good,"1,807"
Arenaa Star Hotel,Kuala Lumpur,Kuala Lumpur City-Centre,3,6.4,Review score,256
The Grand Campbell Hotel Kuala Lumpur,Kuala Lumpur,Golden Triangle,,,,473
Platinum KLCC by SS Residence,Kuala Lumpur,Kuala Lumpur City-Centre,3,7.8,Good,142
Scarletz KLCC Apartments by soulasia,Kuala Lumpur,Kuala Lumpur City-Centre,4,9.3,Superb,432
MoMo's Kuala Lumpur,Kuala Lumpur,Chow Kit,3,8.3,Very good,"1,025"
BIG M Hotel,Kuala Lumpur,Golden Triangle,2,8.2,Very good,"1,292"
Euro Life Hotel @ KL Sentral,Kuala Lumpur,Brickfields,3,6.8,Review score,"1,415"
Alila Bangsar Kuala Lumpur,Kuala Lumpur,Brickfields,5,8.7,Fabulous,"1,698"
Cardogan Hotel,Kuala Lumpur,Bukit Bintang,2,7.2,Good,245
MOONWAY SUITES At EATON KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,4,9.3,Superb,255
EATON Residences by WSD,Kuala Lumpur,Kuala Lumpur City-Centre,4,7.9,Good,50
"UNA Serviced Apartment, Sunway Velocity KL",Kuala Lumpur,Pudu,4,7.8,Good,131
"Datum Jelatek Sky Residence, Five Senses",Kuala Lumpur,Kuala Lumpur,4,8.1,Very good,126
WSD Times 8 Luxury Hotels & Residences,Kuala Lumpur,Kuala Lumpur City-Centre,5,7.7,Good,292
"Tribeca Serviced Suites, Canopy Lives",Kuala Lumpur,Bukit Bintang,4,8.1,Very good,466
The Faced Platinum klcc,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.8,Fabulous,69
Summer suites klcc by Star Residence,Kuala Lumpur,Kuala Lumpur City-Centre,3,8.5,Very good,398
ViiA Residences by Five Senses,Kuala Lumpur,Mid Valley,4,8.3,Very good,248
UNA Sunway Velocity Kuala Lumpur by Unimax,Kuala Lumpur,Pudu,3,8.5,Very good,397
Star at KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,3,7.8,Good,360
The Maple Suite,Kuala Lumpur,Bukit Bintang,,,,582
Metrostar Hotel Kuala Lumpur,Kuala Lumpur,Golden Triangle,3,7.5,Good,136
A&R Boutique Hotel,Kuala Lumpur,Kuala Lumpur,,,,676
Hotel Venice,Kuala Lumpur,Bukit Bintang,3,7,Good,"1,026"
Chambers Residence KL by Roam,Kuala Lumpur,Chow Kit,4,7.4,Good,5
Hotel Sunjoy9 @ Mid Valley,Kuala Lumpur,Mid Valley,3,7.4,Good,804
Ceylonz KLCC by Mana-Mana,Kuala Lumpur,Bukit Bintang,3,7.8,Good,78
Summer Suites By Saad Homes,Kuala Lumpur,Kuala Lumpur City-Centre,,,,4
Societe Suite Hartamas,Kuala Lumpur,Sri Hartamas,5,9.2,Superb,164
Avaria Hotel KL,Kuala Lumpur,Bukit Bintang,3,6.3,Review score,"3,716"
PARKROYAL Serviced Suites Kuala Lumpur,Kuala Lumpur,Bukit Bintang,5,8.1,Very good,377
Stay with Bintang,Kuala Lumpur,Bukit Bintang,4,8.3,Very good,"2,478"
Oasia Suites Kuala Lumpur by Far East Hospitality,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.3,Very good,"2,520"
"Traders Hotel, Kuala Lumpur",Kuala Lumpur,Kuala Lumpur City-Centre,,,,629
Hotel Maya Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,5,7.8,Good,8
D'Garden Hotel Kuala Lumpur,Kuala Lumpur,Ampang,2,7,Good,419
B Lot Hotel,Kuala Lumpur,Kuala Lumpur,2,8,Very good,437
SPOT ON 90850 Ehsan Travels Home,Kuala Lumpur,Kuala Lumpur,,,,"6,185"
Verdant Hill Hotel Kuala Lumpur,Kuala Lumpur,Bukit Bintang,4,8.3,Very good,1
SCC Velodrome KL,Kuala Lumpur,Kuala Lumpur,2,8.6,Fabulous,"1,781"
Seri Pacific Hotel Kuala Lumpur,Kuala Lumpur,Chow Kit,5,8.4,Very good,"1,249"
VHOTEL,Kuala Lumpur,Kuala Lumpur,,,,"2,178"
Regalia Upper View Hotel,Kuala Lumpur,Chow Kit,3,6.5,Review score,306
H Boutique Hotel Sri Petaling,Kuala Lumpur,Kuala Lumpur,2,7.4,Good,"5,929"
Pullman Kuala Lumpur City Centre Hotel & Residences,Kuala Lumpur,Bukit Bintang,5,8.4,Very good,"2,185"
Ceylonz KLCC by Gsuites,Kuala Lumpur,Bukit Bintang,3,7.9,Good,"2,735"
Impiana KLCC Hotel,Kuala Lumpur,Kuala Lumpur City-Centre,4,7.6,Good,605
Hotel Six Seasons @ Mid Valley,Kuala Lumpur,Mid Valley,3,7.6,Good,817
Avenue Serviced Suite KL,Kuala Lumpur,Bukit Bintang,,,,"2,525"
SCC Hotel,Kuala Lumpur,Kuala Lumpur,,,,"1,177"
Akar Hotel Kampung Baru,Kuala Lumpur,Kuala Lumpur,3,8.5,Very good,145
Sunway Putra Hotel Kuala Lumpur,Kuala Lumpur,Chow Kit,5,8.6,Fabulous,269
Opus Bukit Bintang,Kuala Lumpur,Bukit Bintang,4,8.7,Fabulous,421
Crystal Crown Hotel Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,3,7,Good,1
Domitys Bangsar Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,4,8.4,Very good,775
Expressionz Professional Suites by Autumn Suites Premium Stay,Kuala Lumpur,Kuala Lumpur,,,,309
The Ooak Suites Kiara 163 by Five Senses,Kuala Lumpur,Mont Kiara,4,8,Very good,1
Swing & Pillows - KL Cheras Maluri 2,Kuala Lumpur,Ampang,,,,"1,642"
Amari Kuala Lumpur,Kuala Lumpur,Mid Valley,5,8.6,Fabulous,959
City Comfort Hotel Kuala Lumpur City Center (Bukit Bintang),Kuala Lumpur,Bukit Bintang,3,7.2,Good,384
InnB Park Hotel,Kuala Lumpur,Bukit Bintang,3,8.1,Very good,"2,712"
"Berjaya Times Square Hotel, Kuala Lumpur",Kuala Lumpur,Bukit Bintang,5,7.4,Good,435
Pan Pacific Serviced Suites Kuala Lumpur,Kuala Lumpur,Bukit Bintang,5,8.8,Fabulous,972
"Tribeca Residences, Five Senses",Kuala Lumpur,Bukit Bintang,4,8,Very good,1
Sunway Pyramid Hotel,Kuala Lumpur,Kuala Lumpur,4,8,Very good,"2,791"
Dorsett Kuala Lumpur,Kuala Lumpur,Bukit Bintang,5,7.4,Good,"5,517"
M Design Hotel @ Taman Pertama,Kuala Lumpur,Pudu,,,,163
The Colony Infinitum Suites KLCC,Kuala Lumpur,Chow Kit,,,,502
Sun Inns Hotel Batu Caves,Kuala Lumpur,Kuala Lumpur,3,6.6,Review score,775
Hotel S Damansara,Kuala Lumpur,Kuala Lumpur,3,7.4,Good,488
Prime Hotel,Kuala Lumpur,Bukit Bintang,3,7,Good,135
Taragon Residences,Kuala Lumpur,Bukit Bintang,3,6.9,Review score,142
Gold3 Boutique Hotel,Kuala Lumpur,Bukit Bintang,,,,"1,120"
Suwara Hotel Kepong KL,Kuala Lumpur,Kuala Lumpur,3,8.7,Fabulous,455
Ramada Suites by Wyndham Kuala Lumpur City Centre,Kuala Lumpur,Bukit Bintang,4,8,Very good,975
Melange Boutique Hotel Bukit Bintang,Kuala Lumpur,Bukit Bintang,,,,361
D Loft Hotel,Kuala Lumpur,Kuala Lumpur,,,,358
Hotel 99 Kuala Lumpur City,Kuala Lumpur,Bukit Bintang,3,6,Review score,309
Space Hotel @ Chinatown Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2,8.8,Fabulous,838
Metro Hotel Bukit Bintang,Kuala Lumpur,Bukit Bintang,3,7.5,Good,206
Katel Kuala Lumpur,Kuala Lumpur,Golden Triangle,3,8,Very good,166
Sky Hotel @ Pudu,Kuala Lumpur,Bukit Bintang,2,6.6,Review score,"1,122"
Hotel Summer View,Kuala Lumpur,Brickfields,3,8.1,Very good,789
Summer Suites Klcc Holiday Homes,Kuala Lumpur,Kuala Lumpur City-Centre,3,7.8,Good,21
Platinum Suites KLCC by Luxurinn Bukit Bintang,Kuala Lumpur,Kuala Lumpur,4,10,Exceptional,2
T-hotel Mont Kiara,Kuala Lumpur,Sri Hartamas,3,6.6,Review score,640
UTM Hotel & Residence,Kuala Lumpur,Kuala Lumpur,3,8.1,Very good,741
Asia Like Boutique Hotel,Kuala Lumpur,Bukit Bintang,2,7.3,Good,424
Shangri-La Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,5,8.8,Fabulous,"2,436"
"Capri by Fraser, Bukit Bintang",Kuala Lumpur,Bukit Bintang,4,8.9,Fabulous,"1,926"
Sunway Velocity Hotel Kuala Lumpur,Kuala Lumpur,Pudu,4,8.4,Very good,"1,234"
Concorde Hotel Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.3,Very good,"4,916"
Hotel Grand Continental Kuala Lumpur,Kuala Lumpur,Chow Kit,4,7.5,Good,293
EQ Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,5,9.2,Superb,"2,128"
Sunway Resort Hotel,Kuala Lumpur,Kuala Lumpur,5,9.2,Superb,992
Hotel Sentral KL @ KL Sentral Station,Kuala Lumpur,Brickfields,3,6.5,Review score,"4,519"
Hotel Aman Kuala Lumpur,Kuala Lumpur,Bukit Bintang,,,,337
M Design Hotel @ Pandan Indah,Kuala Lumpur,Ampang,,,,254
Adya Hotel Kuala Lumpur,Kuala Lumpur,Golden Triangle,4,6.9,Review score,167
"The Colony & Luxe, KLCC by Five Senses",Kuala Lumpur,Chow Kit,4,7.7,Good,539
"Mandarin Oriental, Kuala Lumpur",Kuala Lumpur,Kuala Lumpur City-Centre,5,8.9,Fabulous,"5,571"
"Hyatt House Kuala Lumpur, Mont Kiara",Kuala Lumpur,Mont Kiara,4,8.4,Very good,789
Alia Premier KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,5,8.2,Very good,466
Safari Hotel,Kuala Lumpur,Ampang,2,6.6,Review score,772
Hotel Raja Bot,Kuala Lumpur,Chow Kit,3,7.4,Good,591
Raissa Boutique Hotel,Kuala Lumpur,Bukit Bintang,,,,174
Springz Hotel-Bukit Jalil,Kuala Lumpur,Kuala Lumpur,,,,377
"Sunway Lagoon Hotel , formerly Sunway Clio Hotel",Kuala Lumpur,Kuala Lumpur,4,8.4,Very good,763
Hotel 1000 Miles,Kuala Lumpur,Kuala Lumpur City-Centre,2,8.7,Fabulous,"1,014"
The Quay Hotel Bukit Bintang,Kuala Lumpur,Bukit Bintang,2,6.4,Review score,81
Platinum KLCC Suites By Fusion,Kuala Lumpur,Kuala Lumpur City-Centre,5,9.8,Exceptional,8
OYO 89576 Mokka Hotel,Kuala Lumpur,Kuala Lumpur,2,7.6,Good,345
Zecon Hotel HPKK,Kuala Lumpur,Kuala Lumpur,,,,152
Hotel VGO,Kuala Lumpur,Kuala Lumpur,,,,186
Axon Serviced Suites Kuala Lumpur,Kuala Lumpur,Bukit Bintang,5,10,Exceptional,2
masroom Hotel Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,2,7.8,Good,413
Urban Living Residence,Kuala Lumpur,Kuala Lumpur,,,,704
Arte Mont Kiara,Kuala Lumpur,Kuala Lumpur,3,7.5,Good,29
de King Boutique Hotel KLCC,Kuala Lumpur,Kuala Lumpur City-Centre,,,,"2,055"
"Leo Palace New Wing, WTC Kuala Lumpur",Kuala Lumpur,Chow Kit,,,,828
Ceylonz KLCC by Perfect Host,Kuala Lumpur,Bukit Bintang,3,8.1,Very good,"2,016"
Dolphin The Eaton KLCC Kuala Lumpur,Kuala Lumpur,Kuala Lumpur City-Centre,,,,329
Tribeca Serviced Hotel,Kuala Lumpur,Bukit Bintang,,,,67
Smile Hotel Cheras Sri Permaisuri,Kuala Lumpur,Kuala Lumpur,1,7,Good,5
Vortex KLCC Suites by Homestay,Kuala Lumpur,Kuala Lumpur City-Centre,4,8.1,Very good,705
Citin Hotel Masjid Jamek by Compass Hospitality,Kuala Lumpur,Golden Triangle,3,6.7,Review score,"1,611"
OYO 90780 J Hotel Bukit Bintang,Kuala Lumpur,Bukit Bintang,2,4.2,Review score,33
Flora by Crossroads Hotel,Kuala Lumpur,Kuala Lumpur City-Centre,3,6.6,Review score,960
Societe Suites by Lyfehaus,Kuala Lumpur,Sri Hartamas,4,8.8,Fabulous,16
Anggun Suites KLCC,Kuala Lumpur,Chow Kit,5,7.5,Good,55
Hotel New Winner,Kuala Lumpur,Brickfields,,,,41
